elapsed_time,distance,latitude,longitude,altitude,l_r_balance,power,cadence,speed,heartrate,ankling_log_left,ankling_log_right,foot_range_log_left,foot_range_log_right,leg_range_log_left,leg_range_log_right,pedaling_delay_log_left,pedaling_delay_log_right,waist_angle_log_center,waist_d_rot_y_center,waist_d_rot_z_center,torso_angle_log_center,torso_d_rot_y_center,torso_d_rot_z_center
45,451,36.989716,136.79039,57,,309,99,12.61,,0.0,0.0,50.5,49.1,,,21.8,31.2,47.1,4.2,3.7,9.6,5.1,5.8
46,464,36.989826,136.79036,57,,287,99,12.56,,0.0,3.8,50.8,47.5,,,29.1,26.7,48.6,3.5,4.8,10.7,4.6,5.9
47,476,36.989933,136.79033,57,,311,99,12.53,,0.0,0.0,53.6,,,,18.0,24.9,46.7,5.4,3.7,13.7,3.1,4.7
48,489,36.990047,136.7903,57,,369,99,12.54,,0.0,0.0,,,,,16.4,25.4,46.6,7.5,6.3,13.3,1.8,4.9
49,501,36.99016,136.79027,58,,352,99,12.56,,0.0,0.0,52.8,,,,38.8,31.5,46.6,6.1,6.1,10.7,3.0,7.2
50,516,36.990265,136.79024,58,,357,99,12.51,,0.0,0.0,55.4,53.2,,,29.6,39.6,46.5,4.9,7.0,8.8,3.7,5.8
51,527,36.990376,136.7902,58,,341,99,12.57,,0.0,0.0,53.0,,,,33.1,31.3,46.2,6.5,6.9,11.4,5.0,5.6
52,541,36.990486,136.79019,58,,330,99,12.58,,1.5,0.0,,52.8,,,41.7,26.3,44.2,8.3,7.5,12.8,6.3,5.8
53,550,36.9906,136.79016,58,,312,94,12.58,,0.0,4.0,52.6,50.7,,,32.0,40.2,45.2,9.1,4.5,10.8,4.5,5.5
54,562,36.990715,136.79013,58,,350,93,12.62,,0.0,0.0,54.4,52.3,,,36.0,35.1,46.3,9.5,3.4,14.2,3.9,4.6
55,575,36.990826,136.7901,58,,326,93,12.65,,0.0,0.0,51.1,52.5,,,32.6,39.9,46.7,9.2,5.7,12.8,7.2,7.7
56,587,36.99094,136.79007,58,,336,93,12.7,,0.0,0.0,51.9,50.8,,,30.1,26.5,46.8,8.9,5.0,10.8,7.6,8.3
57,600,36.99105,136.79004,58,,354,93,12.67,,0.0,0.0,52.0,53.1,,,32.6,34.1,45.3,7.0,5.9,13.5,7.7,7.3
58,612,,,58,,333,93,12.72,,0.0,2.6,53.0,,,,25.0,38.1,45.8,9.0,6.6,11.5,8.1,7.1
59,629,36.991165,136.79,58,,354,93,12.57,,0.0,0.0,51.6,51.1,,,15.4,21.0,46.4,8.6,4.5,12.9,5.9,5.8
60,638,,,59,,349,92,12.55,,0.0,0.0,51.6,49.8,,,25.5,25.0,46.8,9.0,3.7,11.9,7.4,6.4
61,650,36.991386,136.78993,59,,367,92,12.53,,0.0,0.0,54.5,51.0,,,28.9,45.4,46.9,8.0,4.5,11.6,9.2,8.1
62,663,36.991608,136.78989,59,,361,92,12.53,,0.0,0.0,53.9,51.2,,,2.7,24.2,47.4,5.7,5.5,13.7,6.8,7.2
63,675,36.991722,136.78986,59,,347,92,12.56,,0.0,0.0,53.9,50.9,,,29.4,6.0,47.3,6.9,6.0,14.5,4.5,6.5
64,688,36.991833,136.78983,58,,364,92,12.51,,0.0,0.0,50.5,52.6,,,25.8,28.7,47.3,8.4,4.0,11.6,5.7,6.5
65,700,36.991947,136.7898,58,,349,93,12.6,,0.0,0.0,50.7,,,,22.9,15.8,47.2,6.0,3.0,13.4,4.2,7.0
66,713,36.99205,136.78976,58,,339,93,12.58,,0.0,0.0,52.9,51.2,,,35.4,31.6,47.3,7.1,5.2,11.6,3.8,6.4
67,728,36.99217,136.78973,58,,343,93,12.65,,0.0,0.0,,,,,9.8,15.0,45.0,9.3,5.6,12.4,6.7,7.8
68,740,36.992283,136.7897,58,,277,93,12.67,,0.0,0.0,52.4,48.9,,,21.8,26.6,45.8,8.1,4.5,13.0,6.9,7.0
69,753,36.992397,136.78967,58,,344,93,12.69,,0.0,0.0,50.2,52.3,,,12.4,6.5,46.3,6.2,4.5,10.6,4.1,5.8
70,765,36.99251,136.78964,58,,324,94,12.73,,0.0,0.0,,49.0,,,17.0,17.8,46.0,4.3,6.3,14.8,3.3,5.2
71,778,,,58,,325,94,12.74,,0.0,0.0,53.2,50.8,,,40.2,2.0,46.6,6.6,6.1,11.0,3.0,5.4
72,791,36.992622,136.78961,58,,354,94,12.8,,0.0,0.0,54.5,50.6,,,30.4,2.0,46.7,7.3,5.9,10.2,3.7,6.3
73,803,,,58,,354,94,12.83,,0.0,0.0,53.2,,,,28.9,28.6,46.9,8.5,6.7,11.6,3.5,5.0
74,820,36.992847,136.78955,58,,353,94,12.81,,0.0,0.0,51.5,,,,24.0,29.6,47.0,8.6,6.0,12.6,4.4,5.5
75,830,36.993076,136.78949,58,,353,95,12.85,,0.0,0.0,51.2,,,,34.2,3.1,47.3,7.5,5.9,13.2,5.4,6.4
76,843,36.99319,136.78944,58,,348,95,12.87,,0.0,0.0,53.6,53.1,,,37.5,34.1,46.8,8.6,5.8,9.7,5.7,6.8
77,856,36.9933,136.78943,58,,327,95,12.83,,0.0,0.0,48.8,52.5,,,12.3,35.6,47.4,7.2,5.3,14.0,4.6,7.3
78,868,36.993416,136.7894,57,,325,94,12.78,,0.0,0.0,48.4,51.2,,,31.7,4.4,46.6,6.8,5.5,11.6,2.7,6.2
79,881,36.993526,136.78935,57,,349,94,12.79,,0.0,1.9,46.1,52.7,,,14.8,3.4,46.1,9.4,3.3,9.0,2.4,6.9
80,893,36.993637,136.78934,57,,317,94,12.74,,0.0,0.0,,49.4,,,1.0,6.7,47.2,7.2,1.7,15.1,2.7,5.6
81,908,36.99375,136.7893,57,,335,94,12.76,,0.0,0.0,49.2,49.3,,,17.5,34.5,47.1,8.0,2.6,10.6,4.7,5.8
82,918,36.993862,136.78928,57,,344,94,12.76,,0.0,0.0,51.6,49.4,,,28.4,31.0,47.1,7.0,4.1,13.3,6.6,8.1
83,931,36.993977,136.78925,57,,334,94,12.78,,0.0,0.0,,51.8,,,26.4,31.0,47.8,3.5,4.8,11.1,5.0,7.1
84,944,36.994087,136.78922,57,,357,95,12.83,,0.0,0.0,52.2,52.3,,,31.9,26.2,47.6,4.0,5.3,8.5,4.4,6.5
85,956,36.9942,136.78918,56,,335,95,12.89,,0.0,0.0,50.2,52.9,,,30.3,32.6,47.8,6.6,5.3,12.3,5.0,6.5
86,969,36.994312,136.78915,56,,346,95,12.86,,0.0,0.0,51.6,51.9,,,30.1,30.4,48.2,7.0,5.2,11.2,4.4,6.4
87,981,36.994427,136.78912,56,,332,95,12.85,,0.0,0.0,,52.6,,,33.3,12.0,45.8,6.1,5.7,10.6,4.7,6.3
88,994,36.994545,136.7891,56,,313,95,12.86,,0.0,0.0,43.5,53.3,,,29.0,31.8,45.9,6.7,4.7,10.5,4.9,6.6
89,1007,36.994656,136.78906,56,,313,94,12.75,,0.0,0.0,,48.1,,,24.3,25.5,46.4,7.5,5.8,12.9,3.2,4.0
90,1023,36.994766,136.78902,55,,355,95,12.78,,0.0,0.0,51.9,50.6,,,25.3,33.8,46.9,7.3,5.7,9.6,5.6,4.5
91,1034,36.994884,136.78899,55,,335,94,12.81,,0.0,0.0,52.7,49.4,,,31.0,23.1,47.4,6.6,4.9,9.1,7.5,6.3
92,1046,36.995,136.78897,55,,334,95,12.87,,0.0,0.0,53.1,52.6,,,18.6,34.4,47.5,6.1,5.6,13.6,6.7,6.4
93,1059,36.995113,136.78893,55,,358,95,12.88,,0.0,0.0,49.6,50.8,,,27.5,37.7,46.8,8.3,5.8,11.0,5.6,6.6
94,1074,36.995228,136.7889,54,,340,95,12.87,,0.0,1.8,50.9,54.9,,,34.9,28.6,44.7,8.0,4.9,11.2,4.4,6.9
95,1084,36.99535,136.78886,54,,327,95,12.82,,0.0,0.0,53.1,49.7,,,39.1,28.6,46.3,7.4,5.0,9.6,4.0,5.4
96,1103,36.995457,136.78883,54,,337,94,12.8,,0.0,0.0,50.6,50.1,,,34.7,44.8,46.5,8.2,6.3,8.4,3.0,4.8
97,1111,36.995575,136.7888,54,,327,94,12.77,,0.0,0.0,49.0,51.1,,,31.3,7.0,46.7,8.4,7.4,9.3,4.6,5.3
98,1128,36.99569,136.78877,53,,334,94,12.71,,0.0,0.0,50.8,49.2,,,33.5,32.4,47.0,7.3,5.1,11.4,6.9,6.4
99,1136,36.9958,136.78874,53,,336,93,12.68,,0.0,2.4,51.5,50.4,,,32.9,23.8,45.7,8.0,5.7,11.0,4.0,5.8
100,1149,36.99591,136.78871,53,,329,94,12.7,,0.0,0.0,51.9,50.4,,,0.0,39.5,45.1,9.4,5.8,8.7,3.0,5.6
101,1164,36.99602,136.78868,52,,306,94,12.76,,0.0,0.0,48.7,,,,33.5,26.0,46.1,9.3,5.6,11.8,3.4,5.4
102,1176,36.996136,136.78865,52,,338,94,12.73,,0.0,0.0,52.1,,,,24.4,34.0,46.3,10.5,2.6,10.8,3.5,6.5
103,1191,36.996246,136.78862,52,,339,94,12.78,,0.0,0.0,52.1,50.0,,,27.8,39.3,46.7,7.5,3.1,11.2,4.0,7.4
104,1201,36.99636,136.78859,51,,350,95,12.82,,0.0,0.0,51.7,51.8,,,30.1,27.9,47.2,8.0,5.6,9.7,5.2,6.2
105,1216,36.996475,136.78856,51,,344,95,12.87,,0.0,0.0,,,,,29.1,27.7,47.7,7.4,4.6,11.0,4.3,7.2
106,1227,36.99659,136.78853,51,,363,95,12.9,,0.0,0.0,51.7,51.9,,,37.0,31.7,47.9,5.4,5.2,12.6,4.2,6.9
107,1239,36.996704,136.7885,50,,330,95,12.9,,0.0,0.0,49.6,50.1,,,22.4,26.6,47.6,7.7,6.8,9.8,3.9,6.1
108,1254,36.996815,136.78847,50,,327,95,12.89,,0.0,0.0,54.0,51.5,,,14.9,44.5,47.7,8.4,6.0,10.6,1.9,5.8
109,1264,36.99693,136.78844,50,,330,95,12.85,,0.0,0.0,53.8,52.2,,,25.6,21.3,47.3,7.7,5.7,11.0,2.5,6.1
110,1277,36.997044,136.7884,49,,319,94,12.83,,0.0,0.0,50.7,50.3,,,5.1,4.6,47.2,7.7,6.2,10.6,2.6,6.2
111,1289,36.997154,136.78836,49,,343,94,12.79,,0.0,0.0,52.7,,,,8.7,18.1,45.1,7.8,6.1,12.2,2.6,6.6
112,1302,36.99727,136.78835,49,,288,94,12.74,,0.0,1.9,50.4,51.2,,,20.7,33.5,45.1,8.3,6.4,13.8,2.9,6.9
113,1315,36.99738,136.78831,48,,259,93,12.6,,4.0,0.0,50.4,50.1,,,26.2,34.6,45.6,7.8,4.3,12.4,4.8,5.8
114,1327,36.997486,136.78828,48,,275,92,12.46,,4.7,0.0,,50.0,,,31.6,41.1,46.0,6.8,4.5,15.7,5.5,5.8
115,1344,36.9976,136.78827,48,,229,91,12.31,,7.0,0.0,46.6,46.8,,,28.6,27.4,45.6,5.8,7.1,15.9,5.6,5.4
116,1352,36.99771,136.78824,47,,131,89,12.14,,17.4,2.7,,45.4,,,22.1,31.9,44.1,6.2,6.0,17.7,5.4,5.0
117,1365,36.997814,136.78821,47,,75,88,11.77,,,2.7,,45.4,,,,31.9,43.4,5.6,4.6,17.0,3.2,4.4
118,1375,36.997913,136.78818,47,,95,76,11.38,,,2.7,,45.4,,,,31.9,45.8,4.4,3.0,22.7,2.4,2.7
119,1386,36.998005,136.78813,47,,115,64,11.03,,,1.4,,,,,,39.8,48.4,6.3,2.2,26.5,2.7,3.2
120,1398,36.99808,136.78806,46,,135,53,11.02,,3.4,1.4,,,,,28.0,39.8,50.5,4.1,8.0,21.1,2.6,4.7
121,1409,36.99813,136.78795,46,,331,81,11.02,,13.4,4.3,,50.8,,,26.3,6.9,51.2,6.8,6.9,20.9,4.1,4.6
122,1422,36.99815,136.78783,46,,345,81,11.03,,0.0,0.0,45.6,,,,15.7,43.9,52.7,8.7,4.1,15.3,4.7,6.3
123,1432,,,46,,396,81,11.03,,0.0,0.0,45.6,51.4,,,29.2,11.1,52.0,7.7,3.0,12.9,5.9,5.9
124,1447,36.998135,136.7877,46,,393,82,11.28,,0.0,0.0,53.8,50.1,,,45.3,25.9,51.1,7.6,3.4,11.3,8.1,9.1
125,1455,36.9981,136.78745,46,,349,84,11.39,,0.0,0.0,53.6,50.1,,,23.3,28.8,49.8,5.2,6.1,10.7,8.7,9.3
126,1470,36.998077,136.78732,45,,350,84,11.52,,0.0,0.0,49.6,48.0,,,27.5,32.4,48.7,6.6,5.6,10.8,9.1,8.9
127,1478,36.99806,136.78719,45,,325,85,11.52,,0.0,0.0,52.0,50.3,,,21.5,25.6,48.7,4.1,5.9,8.7,9.1,8.7
128,1489,36.99804,136.78706,45,,313,85,11.51,,0.0,0.0,52.9,52.1,,,18.4,34.9,48.1,4.4,5.6,10.2,9.3,9.2
129,1501,36.998013,136.78694,45,,325,85,11.53,,0.0,0.0,53.5,48.7,,,31.2,39.9,47.8,6.6,4.2,8.8,7.4,10.9
130,1512,36.997997,136.7868,45,,328,85,11.53,,0.0,0.0,52.5,49.4,,,36.8,28.1,47.3,6.6,5.3,10.5,6.4,8.9
131,1524,,,45,,329,85,11.55,,0.0,0.0,53.5,51.1,,,32.1,34.3,47.0,8.9,7.2,12.1,6.0,7.6
132,1535,36.99798,136.78668,45,,342,85,11.53,,0.0,0.0,,,,,28.8,24.8,47.0,7.5,7.6,10.2,7.0,7.5
133,1549,36.99795,136.78642,45,,285,85,11.47,,0.0,0.0,51.1,,,,15.5,23.1,47.2,5.8,7.7,12.7,4.1,7.0
134,1558,36.99794,136.7863,45,,304,84,11.4,,0.0,0.0,47.8,50.7,,,20.7,45.9,47.9,9.1,6.6,13.7,4.2,6.7
135,1568,36.997936,136.78618,45,,294,83,11.25,,0.0,0.0,47.8,48.9,,,34.9,41.7,47.9,9.3,5.6,14.1,6.9,8.2
136,1581,36.997913,136.78606,45,,303,81,11.06,,5.1,0.0,39.8,,,,15.9,26.1,47.8,7.6,6.0,18.3,6.4,8.0
137,1591,36.9979,136.78593,45,,357,78,10.68,,0.0,0.0,,,,,26.9,0.9,49.8,9.0,4.3,22.0,7.2,9.0
138,1602,36.997864,136.78583,45,,372,82,10.44,,17.1,0.0,,48.3,,,37.9,38.3,49.4,5.2,4.8,19.4,4.5,8.5
139,1612,36.997807,136.78575,45,,388,81,10.14,,0.0,0.0,44.9,53.8,,,0.0,21.5,51.6,5.1,6.7,20.0,4.0,5.7
140,1625,,,45,,406,80,10.08,,18.9,0.0,,51.3,,,14.2,26.1,51.4,10.3,2.8,18.3,7.0,8.6
141,1631,,,45,,332,79,10.06,,5.5,0.0,,52.4,,,16.0,21.6,52.7,5.5,2.1,18.9,8.4,5.8
142,1642,36.997635,136.78566,45,,398,82,10.46,,0.0,0.0,,51.6,,,1.3,2.0,51.7,6.1,6.4,11.3,5.0,2.0
143,1652,36.997444,136.78568,45,,371,84,10.65,,0.0,0.0,55.5,51.2,,,28.2,20.6,49.7,9.0,5.7,10.3,6.7,5.9
144,1663,36.997337,136.78568,45,,348,88,11.21,,0.0,0.0,49.6,52.5,,,13.6,32.9,49.3,6.7,6.7,9.4,10.4,9.7
145,1675,36.99724,136.78566,45,,315,91,11.51,,0.0,0.0,,55.7,,,46.7,35.5,48.9,5.2,7.1,9.2,8.1,8.2
146,1686,36.997135,136.78563,45,,357,93,11.79,,0.0,0.0,52.4,50.2,,,29.4,12.5,49.1,7.8,7.4,9.4,8.3,8.0
147,1700,36.997036,136.7856,45,,345,94,11.97,,0.0,0.0,54.7,53.0,,,32.8,34.5,49.0,8.0,8.2,10.0,9.3,8.2
148,1709,36.996933,136.78557,45,,331,95,11.94,,7.1,0.0,51.5,53.0,,,40.5,34.5,47.8,7.4,8.1,8.3,8.5,7.4
149,1723,36.996834,136.7855,45,,341,94,11.9,,0.0,3.5,54.8,,,,22.4,34.9,46.5,6.9,6.9,13.9,6.6,7.3
150,1736,36.99673,136.78546,45,,312,94,11.84,,0.0,0.0,51.3,,,,4.0,37.2,47.0,8.5,3.7,12.9,5.5,7.6
151,1748,36.996628,136.7854,45,,313,93,11.82,,0.0,0.0,,49.6,,,23.2,0.0,46.5,6.7,3.8,10.7,5.3,6.7
152,1759,36.996532,136.78537,45,,308,94,11.85,,0.0,0.0,56.1,,,,20.9,24.3,47.6,5.3,5.7,10.8,4.3,7.0
153,1774,36.99645,136.78531,45,,331,87,11.77,,0.0,0.0,56.1,,,,23.5,9.2,47.3,4.4,3.7,13.3,7.5,6.8
154,1782,36.996346,136.78526,45,,331,92,11.8,,0.0,0.0,52.6,52.1,,,5.9,1.4,45.2,6.3,3.4,11.5,6.8,8.1
155,1797,36.996243,136.7852,45,,304,93,11.72,,6.0,0.0,,,,,10.4,33.1,46.1,6.0,4.1,8.6,4.4,6.3
156,1807,36.996147,136.78516,45,,305,93,11.77,,0.0,0.0,,51.1,,,42.2,35.4,46.7,3.5,2.9,11.2,5.7,5.5
157,1818,,,45,,331,93,11.74,,0.0,0.0,51.8,50.7,,,21.9,12.9,47.2,4.5,5.1,10.4,7.3,6.1
158,1830,36.996044,136.78506,45,,314,93,11.75,,0.0,0.0,,47.3,,,2.0,42.7,47.2,7.0,6.0,9.4,4.1,5.9
159,1841,36.99585,136.78497,45,,309,93,11.77,,0.0,11.3,50.9,54.9,,,18.7,29.5,47.1,7.1,6.2,10.9,2.9,5.1
160,1853,36.99575,136.78491,45,,323,93,11.76,,0.0,0.0,,,,,4.9,26.9,46.6,7.7,4.8,12.2,6.2,6.5
161,1864,36.995647,136.78485,45,,321,93,11.77,,0.0,0.0,,,,,20.9,2.5,45.4,8.4,4.7,9.8,5.4,7.4
162,1878,36.995552,136.7848,45,,305,93,11.8,,0.0,2.6,,,,,7.5,46.1,45.5,7.3,5.4,8.2,3.5,5.5
163,1887,36.995445,136.78476,45,,323,93,11.79,,0.0,0.0,,54.3,,,41.5,1.7,46.2,9.1,5.0,11.1,4.5,4.7
164,1899,36.995358,136.7847,45,,330,94,11.85,,0.0,0.0,,51.8,,,38.1,30.8,46.5,8.4,6.3,10.8,7.8,6.2
165,1912,36.99526,136.78465,45,,384,95,12.0,,4.0,0.0,,48.9,,,28.9,37.2,46.3,5.7,7.4,11.5,6.2,7.0
166,1922,36.99516,136.78459,45,,314,95,12.13,,0.0,0.0,,49.7,,,30.7,27.5,47.1,6.4,7.6,9.3,6.3,5.5
167,1935,36.995064,136.78453,45,,361,96,12.16,,0.0,0.0,53.4,53.2,,,6.1,11.6,46.6,8.1,5.7,10.5,6.9,5.5
168,1948,36.994965,136.78448,45,,330,96,12.13,,0.0,0.0,,53.3,,,8.9,31.8,46.6,7.6,6.1,10.6,5.2,5.9
169,1962,36.994858,136.78441,45,,331,96,12.15,,0.0,0.0,,51.9,,,9.8,29.2,46.4,7.4,6.6,9.7,6.1,5.5
170,1971,36.99475,136.78436,45,,348,96,12.11,,0.0,4.5,,55.3,,,4.5,6.9,45.9,7.6,6.7,9.9,5.7,6.2
171,1985,36.994648,136.7843,45,,296,95,11.95,,0.0,0.0,,51.3,,,27.8,20.8,46.4,7.9,4.4,9.3,4.1,3.8
172,1996,36.994553,136.78426,45,,368,94,11.91,,0.0,0.0,53.0,50.7,,,30.9,34.0,46.9,5.0,4.4,10.2,4.6,4.5
173,2006,36.99445,136.7842,45,,351,95,12.02,,0.0,0.0,52.7,48.9,,,30.5,25.5,47.5,3.7,6.7,10.4,7.5,6.5
174,2019,36.994347,136.78415,45,,351,95,12.08,,0.0,0.0,53.8,50.9,,,16.0,40.1,48.0,5.5,6.4,10.7,6.0,6.8
175,2031,36.99424,136.7841,45,,316,95,12.06,,0.0,0.0,51.4,50.1,,,9.8,31.2,47.4,6.2,6.0,10.2,6.2,6.7
176,2042,36.994133,136.78404,45,,315,95,12.08,,0.0,0.0,,,,,27.9,31.3,47.6,6.7,6.3,10.3,6.1,6.5
177,2061,36.994034,136.784,45,,343,95,12.11,,0.0,0.0,51.8,54.0,,,37.5,28.2,47.6,8.1,5.9,9.3,7.7,8.4
178,2069,36.99393,136.78395,45,,337,95,12.03,,0.0,0.0,54.5,51.5,,,28.8,33.6,47.4,7.6,7.1,9.9,5.3,7.4
179,2082,36.993828,136.78392,45,,326,95,12.01,,0.0,0.0,54.0,53.1,,,33.7,14.4,47.6,7.7,7.5,8.1,4.6,6.6
180,2094,,,45,,337,95,12.05,,0.0,0.0,52.8,53.4,,,24.5,14.6,47.3,7.4,6.8,11.1,6.0,6.8
181,2105,36.99372,136.78389,45,,327,95,12.06,,0.0,0.0,47.2,52.4,,,19.9,33.3,46.1,6.7,6.5,12.4,7.0,7.2
182,2117,36.993507,136.78384,45,,301,95,12.04,,0.0,0.0,47.2,,,,31.9,19.3,47.3,6.7,5.9,9.2,5.6,6.3
183,2130,36.993393,136.78383,45,,332,95,12.09,,0.0,0.0,,,,,8.2,20.9,47.6,5.9,6.1,10.9,5.7,5.0
184,2145,36.993282,136.78383,45,,291,96,12.1,,0.0,0.0,54.0,,,,30.4,31.9,47.7,7.0,6.4,8.0,5.8,6.4
185,2153,36.99317,136.78381,45,,339,96,12.17,,0.0,0.0,53.5,52.8,,,38.3,27.9,47.2,6.0,7.1,10.1,5.6,6.6
