elapsed_time,distance,latitude,longitude,altitude,l_r_balance,power,cadence,speed,heartrate,ankling_log_left,ankling_log_right,foot_range_log_left,foot_range_log_right,leg_range_log_left,leg_range_log_right,pedaling_delay_log_left,pedaling_delay_log_right,waist_angle_log_center,waist_d_rot_y_center,waist_d_rot_z_center,torso_angle_log_center,torso_d_rot_y_center,torso_d_rot_z_center
186,2166,36.99306,136.78381,45,,314,96,12.21,,0.0,0.0,52.1,51.9,,,28.6,26.3,47.4,6.0,7.7,7.9,6.2,6.8
187,2178,36.99295,136.7838,45,,316,96,12.18,,0.0,0.0,52.2,,,,35.6,33.5,47.3,6.7,7.2,10.8,7.0,6.5
188,2191,36.99284,136.78378,45,,325,96,12.16,,0.0,0.0,52.5,52.1,,,30.3,26.0,47.2,7.4,7.6,9.5,4.5,7.3
189,2201,36.99273,136.78378,45,,318,96,12.17,,0.0,0.0,54.7,51.4,,,41.4,30.5,47.3,7.8,6.6,8.4,4.4,7.6
190,2214,36.992615,136.78375,45,,304,97,12.21,,0.0,0.0,53.4,51.9,,,38.0,27.3,47.7,7.8,6.5,8.5,6.7,7.6
191,2228,36.9925,136.78375,44,,365,97,12.31,,0.0,0.0,53.9,50.7,,,29.5,22.9,46.4,7.4,6.3,11.2,5.2,7.4
192,2239,,,44,,298,95,12.36,,0.0,6.9,,,,,36.7,38.9,46.8,6.0,7.2,8.6,3.4,7.5
193,2249,36.992386,136.78375,44,,312,91,12.36,,0.0,0.0,,50.2,,,48.5,36.0,47.2,7.7,5.3,9.5,1.9,4.8
194,2262,36.99216,136.78374,44,,325,91,12.42,,0.0,0.0,54.3,50.7,,,32.6,29.6,47.5,6.9,4.8,10.3,4.2,6.0
195,2275,36.99205,136.78374,44,,323,92,12.46,,0.0,0.0,53.6,50.3,,,34.4,35.2,47.4,5.9,5.9,11.8,6.9,6.7
196,2287,36.991936,136.78374,44,,321,92,12.46,,0.0,0.0,52.3,52.3,,,45.3,34.0,48.7,6.8,4.3,14.1,6.1,6.4
197,2300,36.991817,136.78375,44,,339,92,12.55,,0.0,2.4,51.7,,,,25.6,39.4,48.6,6.6,4.5,14.9,4.2,7.0
198,2314,36.991703,136.7838,44,,340,93,12.59,,0.0,0.0,52.0,,,,15.6,35.1,48.9,8.0,6.0,9.6,3.1,7.2
199,2325,36.991592,136.78386,44,,338,93,12.64,,0.0,0.0,52.0,53.9,,,32.1,33.6,48.7,7.9,6.0,8.7,5.6,7.0
200,2337,,,44,,338,93,12.67,,0.0,0.0,51.7,52.9,,,29.3,32.7,46.9,7.9,6.4,8.8,8.0,6.8
201,2352,36.99149,136.78392,44,,301,93,12.68,,0.0,1.8,,55.3,,,30.0,26.3,46.9,7.6,6.4,7.8,7.1,7.2
202,2363,36.99129,136.78407,44,,307,93,12.59,,0.0,6.6,51.2,51.1,,,34.1,35.0,46.3,7.5,4.2,8.8,5.3,5.6
203,2375,36.991188,136.78413,44,,315,93,12.6,,0.0,0.0,,53.5,,,31.1,15.1,47.2,8.3,4.0,7.9,6.2,6.0
204,2394,36.99109,136.7842,44,,333,93,12.57,,0.0,0.0,,51.4,,,39.1,23.0,47.3,6.9,5.1,10.6,8.1,7.2
205,2402,36.990986,136.78426,44,,320,93,12.56,,0.0,0.0,,49.7,,,22.6,28.4,47.0,8.9,5.7,10.7,5.6,5.7
206,2415,36.990883,136.78433,44,,331,92,12.57,,0.0,5.2,,55.4,,,44.5,39.6,45.0,7.5,6.4,9.6,8.0,7.8
207,2428,36.990784,136.7844,44,,281,92,12.5,,0.0,0.0,,49.4,,,39.8,38.7,46.7,5.1,6.2,11.7,3.9,5.0
208,2446,36.990685,136.78447,44,,321,92,12.5,,0.0,0.0,53.0,,,,38.7,30.9,46.3,7.7,4.4,9.2,3.8,5.2
209,2453,36.990585,136.78453,44,,311,92,12.45,,2.2,0.0,,51.3,,,38.6,29.9,46.4,7.9,4.3,8.4,6.6,6.0
210,2472,36.990486,136.7846,44,,318,92,12.57,,0.0,0.0,,51.2,,,35.3,33.1,46.4,7.0,4.6,8.8,5.0,6.1
211,2480,36.990383,136.78468,44,,353,93,12.71,,0.0,0.0,53.9,51.6,,,33.2,25.9,46.4,6.3,5.3,9.6,4.8,6.8
212,2490,36.990288,136.78476,44,,368,94,12.78,,0.0,0.0,54.4,52.1,,,30.9,29.5,46.2,7.3,7.2,9.9,6.1,6.7
213,2505,36.99019,136.78482,44,,361,95,12.83,,0.0,6.8,,,,,27.5,46.0,44.6,7.7,8.3,11.6,6.3,5.8
214,2516,36.99007,136.7849,44,,310,95,12.82,,0.0,0.0,,,,,32.2,32.3,46.5,9.1,6.6,9.9,4.1,5.7
215,2528,36.989975,136.78497,44,,352,95,12.9,,0.0,0.0,55.5,51.3,,,25.8,17.2,46.7,6.9,5.3,9.4,4.2,5.8
216,2541,36.98993,136.78506,44,,347,95,12.86,,0.0,0.0,53.5,51.0,,,34.2,31.2,46.6,6.6,6.0,11.3,8.8,6.7
217,2553,36.989838,136.78513,44,,330,95,12.82,,0.0,0.0,,50.2,,,6.2,32.4,46.9,7.7,5.7,9.3,7.8,7.2
218,2566,36.98973,136.7852,44,,358,94,12.82,,0.0,0.0,54.0,52.3,,,37.8,34.2,46.7,7.5,6.8,10.1,5.8,5.9
219,2579,36.989655,136.78528,44,,361,94,12.79,,0.0,0.0,52.0,52.8,,,47.0,11.5,47.0,8.2,7.2,9.3,6.7,6.3
220,2595,36.989536,136.78532,44,,344,94,12.8,,0.0,0.0,,53.9,,,18.9,37.1,44.3,8.3,6.8,10.8,7.8,7.5
221,2604,36.989376,136.78535,44,,313,94,12.8,,0.0,9.7,,55.7,,,34.4,31.2,45.6,8.5,5.8,9.5,6.7,8.1
222,2620,36.98922,136.7854,44,,332,94,12.75,,0.0,0.0,50.6,51.1,,,33.5,38.0,46.3,6.8,5.6,10.0,5.0,6.1
223,2629,36.989162,136.7855,44,,337,94,12.77,,0.0,0.0,53.4,51.6,,,32.8,31.6,46.4,6.2,6.5,9.3,6.5,6.6
224,2643,36.989002,136.78557,44,,327,94,12.78,,0.0,0.0,51.4,50.8,,,19.1,32.8,46.5,7.8,7.3,9.1,6.2,6.6
225,2656,36.988884,136.78561,44,,316,94,12.76,,0.0,0.0,51.4,50.9,,,34.8,27.2,47.0,8.4,6.5,14.1,7.2,6.7
226,2669,36.988777,136.78568,44,,317,94,12.76,,0.0,0.0,,51.5,,,32.3,1.6,47.2,5.7,5.4,11.5,7.2,7.9
227,2683,36.98872,136.78578,44,,332,94,12.83,,0.0,0.0,53.5,53.9,,,36.9,31.7,46.6,7.6,6.6,10.2,6.8,6.8
228,2694,,,44,,311,94,12.81,,0.0,0.0,51.7,53.4,,,31.0,31.5,46.7,9.6,6.9,10.2,4.3,7.3
229,2708,36.98864,136.78589,44,,306,95,12.89,,0.0,0.0,51.8,54.4,,,34.8,37.3,44.8,8.7,6.5,10.7,5.7,7.3
230,2719,36.98851,136.7861,44,,274,95,12.88,,0.0,0.0,49.3,53.1,,,29.8,47.8,45.6,10.1,6.5,10.6,4.6,6.5
231,2734,36.988415,136.7862,44,,313,95,12.9,,0.0,0.0,51.3,50.8,,,26.7,18.8,45.6,9.3,5.8,7.5,2.8,5.9
232,2748,36.988323,136.7863,44,,288,95,12.93,,0.0,0.0,50.0,49.3,,,29.3,19.8,46.1,6.5,5.5,11.5,5.8,6.6
233,2763,36.98824,136.7864,43,,303,95,12.96,,3.1,7.7,54.4,50.2,,,21.1,10.3,46.6,6.5,6.5,8.2,5.0,6.2
234,2773,36.988163,136.7865,43,,300,96,12.96,,4.1,0.0,,,,,45.5,17.7,46.8,7.9,6.5,8.8,5.3,5.7
235,2790,36.98807,136.7866,43,,297,96,12.94,,0.0,0.0,53.4,,,,17.0,36.2,44.9,7.9,6.7,10.9,6.6,6.0
236,2799,36.988,136.7867,43,,272,96,12.96,,0.0,17.7,,,,,10.8,30.0,44.5,7.8,6.6,8.8,2.9,6.2
237,2811,36.987915,136.78682,43,,304,95,12.92,,0.0,0.0,,53.0,,,26.8,31.8,45.6,7.9,4.7,10.1,2.4,5.1
238,2824,36.987823,136.78691,43,,331,96,13.02,,0.0,0.0,53.4,51.6,,,13.1,5.2,46.2,7.1,5.7,9.6,4.0,5.7
239,2838,36.987732,136.78702,43,,321,96,13.11,,0.0,0.0,52.0,52.9,,,45.6,31.3,46.7,7.0,6.7,9.0,6.2,6.9
240,2851,36.98764,136.78712,43,,288,97,13.13,,0.0,0.0,,53.1,,,27.5,32.3,46.7,6.8,6.9,9.6,7.6,7.0
241,2864,,,43,,305,97,13.13,,0.0,0.0,47.4,54.5,,,22.9,39.0,43.4,7.0,6.8,11.0,7.8,6.5
242,2880,36.987553,136.78723,44,,284,97,13.08,,0.0,0.0,,,,,16.9,36.6,45.5,8.4,6.4,10.5,5.6,6.3
243,2889,36.987377,136.78741,44,,348,96,13.09,,0.0,0.0,,51.7,,,35.1,34.1,45.5,9.4,6.2,9.6,3.6,6.0
244,2905,36.987297,136.78752,44,,319,97,13.1,,0.0,0.0,52.3,50.9,,,38.6,30.7,46.4,6.8,6.4,8.4,6.0,6.7
245,2916,36.98721,136.78763,44,,319,96,13.09,,0.0,0.0,54.2,53.4,,,19.1,27.5,46.6,6.6,6.9,11.2,5.5,6.0
246,2929,36.98712,136.78773,44,,318,97,13.12,,3.3,0.0,,52.8,,,42.7,38.0,46.5,8.6,7.1,11.5,5.2,6.2
247,2941,36.98704,136.78784,44,,298,97,13.1,,0.0,0.0,52.5,52.1,,,29.6,37.8,44.6,8.1,6.5,9.5,4.5,6.8
248,2954,36.986954,136.78793,44,,272,97,13.12,,0.0,2.1,46.6,51.4,,,28.9,34.3,45.6,7.7,5.0,10.6,5.6,7.0
249,2970,36.98687,136.78802,44,,344,97,13.13,,0.0,0.0,,50.8,,,19.7,29.6,46.5,8.0,5.2,9.2,5.9,6.2
250,2981,36.986786,136.78813,44,,357,97,13.24,,0.0,0.0,53.2,55.1,,,20.9,23.1,46.4,7.3,6.0,11.1,6.3,6.1
251,2998,36.986694,136.78824,44,,327,98,13.3,,0.0,0.0,53.2,53.3,,,27.4,33.0,46.6,7.6,7.2,8.2,6.4,5.7
252,3006,36.986603,136.78835,44,,352,98,13.36,,0.0,0.0,55.5,52.8,,,4.4,38.1,46.9,7.1,6.7,9.3,6.6,6.4
253,3021,36.98652,136.78845,44,,345,99,13.4,,0.0,0.0,,,,,5.7,39.5,45.0,7.2,6.8,10.1,7.0,7.3
254,3033,36.986427,136.78856,44,,283,94,13.4,,0.0,0.0,54.7,52.6,,,22.7,26.2,46.1,7.8,6.8,9.7,5.1,7.2
255,3046,36.98634,136.78867,44,,345,91,13.34,,0.0,0.0,54.7,51.2,,,23.9,26.4,46.8,8.5,5.2,9.4,4.3,6.5
256,3063,36.986248,136.78877,44,,344,91,13.23,,0.0,0.0,,51.7,,,6.8,3.5,46.5,7.1,5.4,10.7,6.1,7.5
257,3073,36.986164,136.78888,44,,343,90,13.19,,0.0,0.0,52.7,51.8,,,7.0,28.9,46.4,7.9,6.2,10.9,7.1,6.6
258,3090,36.98607,136.78897,44,,365,90,13.18,,0.0,0.0,,,,,5.4,17.6,46.7,9.5,6.0,10.6,6.3,6.3
259,3103,,,44,,351,90,13.12,,0.0,0.0,50.8,53.6,,,11.1,25.5,46.1,8.9,5.6,11.4,4.6,6.9
260,3115,36.98598,136.78908,44,,333,90,13.12,,0.0,0.0,,51.5,,,18.4,35.8,46.7,6.7,5.5,10.2,3.3,7.1
261,3128,,,44,,320,89,13.06,,0.0,5.7,46.9,,,,10.5,32.4,46.9,8.0,5.7,11.9,4.8,5.4
262,3144,36.98578,136.78923,44,,323,88,12.9,,0.0,0.0,,,,,14.7,35.1,46.1,7.7,4.6,10.9,8.7,6.5
263,3153,36.985584,136.78935,45,,327,88,12.83,,0.0,0.0,50.6,51.7,,,33.1,31.0,47.5,8.2,3.8,13.8,6.3,7.3
264,3170,36.985477,136.78941,45,,359,87,12.8,,0.0,0.0,,,,,27.6,45.3,48.3,8.9,3.8,15.2,3.3,8.0
265,3180,36.985367,136.78947,45,,329,87,12.73,,0.0,12.8,,,,,27.6,29.9,45.4,5.8,5.1,10.9,4.1,8.3
266,3193,36.985264,136.78952,45,,292,86,12.57,,0.0,0.0,,52.2,,,7.1,20.4,45.9,6.7,4.4,12.5,5.0,7.3
267,3205,36.98516,136.7896,45,,332,92,12.66,,4.7,3.5,45.5,52.4,,,16.9,13.3,48.4,8.1,2.4,11.4,4.2,6.7
268,3218,36.98505,136.78966,45,,385,94,12.84,,0.0,0.0,52.1,51.4,,,13.1,4.6,47.8,6.5,3.3,10.8,5.2,6.8
269,3230,36.984947,136.78972,45,,368,94,12.83,,0.0,0.0,,52.4,,,15.6,17.8,48.0,5.4,4.8,9.0,4.5,8.0
270,3243,36.984848,136.78978,45,,352,94,12.65,,0.0,0.0,,,,,25.1,32.4,47.7,5.7,6.0,10.7,4.6,8.2
271,3258,36.98475,136.78983,45,,322,91,12.43,,5.2,0.0,,52.8,,,38.3,15.8,47.6,6.3,6.9,9.9,5.3,7.3
272,3266,36.98464,136.78989,45,,306,91,12.26,,0.0,0.0,50.4,,,,37.4,24.2,47.3,6.5,6.5,10.0,5.8,7.4
273,3279,36.984547,136.78993,45,,318,90,12.16,,0.0,0.0,50.7,52.4,,,19.5,4.7,47.8,6.2,6.0,9.2,4.4,7.5
274,3291,36.98443,136.79,45,,325,89,12.08,,0.0,0.0,50.7,52.1,,,35.7,36.1,47.6,7.5,6.2,12.1,3.9,8.1
275,3304,36.984333,136.79004,45,,320,89,12.02,,0.0,0.0,53.1,53.0,,,8.7,1.2,47.8,7.8,5.5,9.8,2.5,8.8
276,3314,36.984234,136.7901,46,,334,88,11.99,,0.0,0.0,52.6,52.9,,,18.9,36.1,45.9,8.3,5.5,11.5,2.9,9.1
277,3327,36.984135,136.79015,46,,305,95,11.93,,0.0,2.7,54.3,58.1,,,11.9,27.7,46.4,8.2,5.5,10.6,4.7,8.5
278,3341,36.98404,136.79019,46,,348,94,11.9,,0.0,0.0,54.1,50.9,,,27.5,11.9,47.2,7.7,6.0,10.6,4.3,6.7
279,3350,36.983948,136.79025,46,,338,94,11.95,,0.0,0.0,55.0,51.4,,,28.2,26.4,47.3,6.1,7.2,10.1,8.2,7.1
280,3365,36.983868,136.79033,46,,331,94,11.97,,0.0,0.0,53.2,50.8,,,41.1,40.0,47.0,5.7,7.0,8.1,9.5,7.9
281,3375,36.983784,136.7904,46,,320,95,12.05,,0.0,0.0,50.2,,,,31.9,32.8,47.1,6.2,6.2,9.5,9.4,8.0
282,3385,36.983685,136.79045,46,,321,97,12.27,,0.0,0.0,55.3,50.3,,,32.4,4.1,45.4,6.5,6.0,9.5,8.5,7.2
283,3398,36.983585,136.79051,46,,283,98,12.45,,0.0,1.8,53.7,56.8,,,29.3,25.8,45.9,7.7,7.1,9.9,7.9,6.4
284,3411,36.983475,136.79056,46,,302,99,12.57,,0.0,0.0,,52.6,,,28.8,40.9,46.3,7.1,6.2,11.6,6.4,5.5
285,3427,36.983356,136.79062,46,,320,100,12.73,,0.0,0.0,,,,,28.5,33.2,46.8,7.9,7.0,11.8,5.2,5.8
286,3440,36.983246,136.79066,46,,315,101,12.72,,0.0,0.0,52.2,,,,9.9,39.1,46.9,8.8,6.5,11.4,6.3,6.7
287,3453,,,46,,308,101,12.73,,0.0,0.0,,52.6,,,32.9,19.3,47.1,8.4,7.0,14.0,3.8,6.4
288,3465,36.983135,136.79073,46,,333,101,12.82,,9.6,0.0,,49.7,,,12.0,0.6,44.8,8.8,7.2,10.0,3.0,6.1
289,3480,36.98291,136.79082,46,,302,101,12.87,,0.0,0.0,53.3,52.2,,,18.4,33.9,46.2,8.2,5.8,11.0,4.2,4.1
290,3490,36.982796,136.79088,46,,317,102,12.93,,0.0,0.0,,55.7,,,8.1,30.4,45.8,6.8,6.2,13.0,4.3,3.5
291,3507,36.982685,136.79092,46,,298,103,12.98,,0.0,0.0,51.3,,,,4.2,27.1,45.7,6.1,8.1,11.6,2.4,5.2
292,3515,36.98257,136.79099,46,,297,103,13.05,,0.0,0.0,51.1,54.2,,,37.9,37.8,46.4,7.5,7.0,14.2,2.1,5.4
293,3528,36.982468,136.79105,46,,371,104,13.16,,0.0,13.2,51.6,52.3,,,36.0,27.6,44.6,6.9,7.8,12.4,2.9,6.4
294,3543,36.98236,136.7911,46,,303,102,13.27,,0.0,3.3,,,,,35.2,11.1,45.3,7.2,7.0,8.2,2.0,5.7
295,3555,36.982243,136.79118,46,,342,98,13.44,,0.0,0.0,,,,,29.5,30.1,45.9,8.0,5.9,9.0,2.7,4.1
296,3568,36.982136,136.79124,46,,304,100,13.51,,0.0,0.0,,52.7,,,34.6,19.2,46.0,6.2,6.9,8.6,4.7,6.2
297,3582,36.98203,136.7913,46,,307,99,13.53,,0.0,0.0,,54.4,,,27.2,36.9,46.5,6.2,8.0,10.1,6.7,5.5
298,3599,36.981907,136.79135,46,,310,99,13.44,,0.0,0.0,50.7,51.6,,,22.6,37.3,46.1,6.0,7.0,10.3,5.9,6.2
299,3608,36.981808,136.79141,46,,305,98,13.32,,0.0,0.0,,,,,26.4,40.9,44.0,5.7,7.2,10.8,4.8,5.6
300,3622,36.981686,136.79146,46,,254,98,13.24,,0.0,0.0,,,,,29.8,0.6,45.3,8.7,7.7,10.6,3.6,4.2
301,3635,36.981567,136.7915,46,,296,97,13.14,,0.0,0.0,,52.7,,,14.6,35.0,45.6,9.5,7.0,8.6,4.0,4.6
302,3647,36.981445,136.79155,47,,296,97,13.13,,0.0,0.0,52.9,53.1,,,4.8,34.1,46.5,8.2,6.1,9.3,5.3,5.7
303,3664,36.98134,136.7916,47,,321,96,13.08,,0.0,0.0,51.2,53.8,,,41.0,34.0,46.7,8.2,6.1,10.5,5.3,6.5
304,3675,36.981224,136.79161,47,,306,96,13.07,,0.0,0.0,52.7,53.0,,,7.8,44.5,46.7,6.8,6.0,8.4,6.4,7.1
305,3689,36.981106,136.79163,47,,337,96,13.04,,0.0,0.0,53.9,,,,39.6,34.3,46.6,8.1,7.4,8.5,7.6,6.7
306,3700,36.98098,136.79166,47,,340,96,13.03,,0.0,0.0,51.9,,,,37.2,27.2,46.6,7.6,7.1,8.1,7.7,6.9
307,3712,36.98086,136.79166,47,,337,95,12.92,,0.0,0.0,,53.1,,,31.7,34.6,46.8,9.0,7.8,9.8,6.6,6.5
308,3725,36.98076,136.7917,47,,333,95,12.89,,3.3,0.0,50.6,55.6,,,16.9,6.8,45.4,8.9,7.1,10.7,6.6,7.0
309,3738,,,47,,295,95,12.83,,0.0,0.0,,,,,11.9,26.9,46.2,7.0,7.3,8.7,3.7,6.4
310,3754,36.980637,136.7917,48,,259,94,12.77,,0.0,0.0,,,,,31.0,32.2,46.6,8.3,6.1,11.2,3.4,5.2
311,3763,36.98042,136.7917,48,,352,94,12.78,,0.0,0.0,53.6,,,,48.3,39.4,46.5,7.7,6.7,8.4,5.4,6.6
312,3780,36.980305,136.79169,48,,351,94,12.78,,0.0,0.0,51.3,52.6,,,23.1,38.3,46.5,8.1,7.8,8.6,6.6,6.4
313,3788,36.98019,136.79166,48,,327,94,12.69,,0.0,0.0,51.4,52.1,,,33.8,19.4,46.7,8.3,7.3,11.3,8.2,6.9
314,3805,,,48,,317,93,12.55,,0.0,0.0,51.5,,,,19.0,32.3,45.6,9.0,6.3,9.9,7.4,7.1
315,3817,36.980083,136.79164,49,,293,92,12.37,,0.0,2.7,,57.7,,,23.7,5.8,44.5,7.6,5.9,8.4,8.5,6.9
316,3832,36.979877,136.79158,49,,306,90,12.19,,1.3,0.0,,,,,38.4,0.9,46.0,8.5,5.9,10.0,5.7,5.9
317,3840,36.979774,136.79155,49,,310,88,11.89,,0.0,0.0,,54.7,,,30.8,27.3,47.3,7.3,4.9,11.4,5.9,7.1
318,3855,36.979675,136.7915,49,,327,96,11.68,,0.0,0.0,,52.6,,,30.0,11.9,48.8,6.6,5.2,11.0,8.3,6.7
319,3863,36.979576,136.79146,50,,401,102,11.42,,0.0,0.0,,55.4,,,36.1,39.0,49.1,6.9,7.4,11.3,9.2,7.5
320,3876,,,50,,404,101,11.02,,0.0,0.0,50.8,,,,14.8,18.4,49.8,6.7,8.9,12.9,10.0,7.5
321,3886,36.97949,136.79143,50,,397,108,10.58,,0.0,0.0,54.6,55.0,,,17.9,35.2,49.5,5.7,9.1,11.9,9.0,7.1
322,3897,36.97934,136.79137,50,,366,102,10.01,,0.0,0.0,,52.5,,,9.0,27.6,48.9,5.9,8.3,10.5,7.0,7.4
323,3907,36.97925,136.79135,51,,398,101,9.32,,0.0,0.0,49.0,57.6,,,20.8,45.3,49.2,6.0,7.1,11.6,7.2,7.8
324,3916,36.979168,136.79129,51,,431,99,8.8,,0.0,0.0,50.4,52.2,,,29.3,35.4,50.1,7.5,7.3,12.6,7.9,7.4
325,3926,36.97909,136.79126,51,,431,101,8.43,,0.0,0.0,,54.4,,,44.1,38.5,49.9,7.6,8.7,14.0,6.8,6.2
326,3933,36.979057,136.79121,52,,409,97,8.02,,0.0,0.0,52.9,50.8,,,22.3,34.0,50.1,7.7,9.8,13.1,8.2,5.7
327,3941,36.978977,136.79118,52,,425,93,7.73,,0.0,0.0,53.0,53.2,,,18.3,0.8,50.8,7.0,8.8,13.0,10.0,7.1
328,3947,36.978924,136.79115,52,,446,98,7.57,,0.0,0.0,50.8,54.5,,,9.6,5.0,51.6,6.0,8.0,13.3,10.6,7.5
329,3956,36.97884,136.79114,53,,453,96,7.26,,0.0,0.0,53.1,51.0,,,35.3,6.1,51.8,7.6,9.1,13.2,10.6,7.0
330,3962,36.97878,136.79109,53,,432,94,7.13,,0.0,0.0,49.8,51.5,,,23.2,29.9,51.5,8.9,9.6,13.4,11.2,7.7
331,3968,36.978725,136.79106,53,,420,92,6.96,,0.0,0.0,48.3,51.0,,,27.1,0.3,51.3,9.0,7.8,13.1,10.2,7.7
332,3977,36.97866,136.79102,54,,392,91,6.88,,0.0,0.0,51.3,50.8,,,27.8,16.6,50.9,8.1,7.8,12.8,9.4,7.7
333,3983,36.978607,136.79099,54,,389,90,6.84,,0.0,0.0,49.0,50.8,,,3.7,3.5,50.6,8.7,7.0,12.5,11.1,8.4
334,3991,36.978558,136.79094,54,,389,90,6.86,,0.0,8.2,48.1,,,,0.5,7.9,49.8,7.8,5.9,11.6,11.5,8.3
335,3995,36.9785,136.7909,54,,392,91,6.95,,0.0,0.0,50.6,49.7,,,15.3,39.9,50.3,8.2,6.5,12.1,11.2,7.2
336,4004,36.97843,136.79086,55,,407,94,7.29,,0.0,0.0,50.0,52.3,,,8.5,16.5,50.8,8.0,7.9,12.2,9.9,7.2
337,4010,36.97839,136.79082,55,,377,99,7.5,,0.0,0.0,,50.8,,,23.6,20.1,50.9,7.9,8.5,10.9,8.7,7.2
338,4018,36.978306,136.79077,55,,395,91,7.56,,0.0,0.0,50.8,53.7,,,18.8,9.8,50.1,7.4,8.4,11.3,9.4,6.6
339,4027,36.978237,136.79073,56,,377,94,7.81,,0.0,0.0,50.7,51.5,,,40.1,30.9,50.1,7.4,7.3,10.5,10.2,7.6
340,4033,36.978176,136.79066,56,,334,96,7.95,,0.0,0.0,54.5,51.2,,,25.4,23.5,48.8,7.2,8.5,11.6,8.0,6.5
341,4044,36.978104,136.79062,56,,310,91,8.12,,0.0,0.0,48.5,,,,6.1,29.0,49.2,5.8,8.4,11.1,4.6,5.6
342,4052,36.978027,136.79057,56,,319,83,8.46,,0.0,0.0,,51.0,,,37.1,2.7,49.1,7.4,6.2,10.6,4.0,7.5
343,4060,36.97795,136.79053,57,,373,85,8.75,,0.0,0.0,53.2,51.9,,,46.6,47.3,49.4,7.8,5.3,10.8,7.7,8.9
344,4069,36.977863,136.79047,57,,371,88,8.86,,6.7,2.7,52.8,,,,34.7,20.5,47.2,6.7,6.4,13.7,11.2,9.0
345,4079,36.977802,136.79042,57,,327,89,8.89,,0.0,0.0,,,,,35.7,15.9,48.8,6.3,5.9,11.2,8.4,7.3
346,4086,36.977737,136.79036,57,,392,91,9.16,,0.0,0.0,52.4,51.4,,,29.6,33.6,49.2,6.4,7.6,12.6,6.4,6.7
347,4096,36.977676,136.7903,58,,369,94,9.43,,0.0,0.0,52.6,52.9,,,33.4,22.6,49.2,6.6,8.8,12.1,8.0,7.6
348,4104,36.977596,136.79025,58,,403,95,9.53,,0.0,0.0,51.6,,,,7.9,29.8,49.1,7.0,8.2,11.3,7.2,7.5
349,4115,36.977528,136.7902,58,,359,96,9.67,,0.0,0.0,51.3,51.6,,,12.0,14.4,48.6,5.1,8.1,12.1,5.2,7.8
350,4125,36.977448,136.79016,58,,313,93,9.7,,0.0,0.0,50.5,54.7,,,0.2,19.5,48.8,7.3,7.6,11.8,5.3,7.2
351,4134,36.977367,136.79012,58,,335,91,9.77,,0.0,0.0,52.5,51.0,,,8.9,4.3,48.7,7.2,7.5,11.1,8.1,7.8
352,4146,36.977283,136.79007,59,,358,88,9.94,,0.0,0.0,55.1,51.8,,,19.1,38.1,48.5,6.1,7.0,10.8,6.9,8.7
353,4153,36.977207,136.79,59,,346,90,10.13,,0.0,0.0,52.9,52.6,,,16.6,26.9,46.6,8.3,7.3,11.6,7.8,8.2
354,4163,36.977116,136.78996,59,,318,91,10.19,,0.0,3.5,,,,,23.3,12.4,46.7,7.5,6.1,10.3,8.7,9.0
355,4174,36.97704,136.7899,59,,289,91,10.21,,0.0,0.0,,,,,30.9,3.8,46.7,7.1,5.3,10.1,2.8,6.1
356,4184,36.976963,136.78984,60,,306,91,10.31,,0.0,0.0,50.6,50.0,,,28.4,29.0,47.0,5.5,6.1,10.5,2.6,5.4
357,4195,36.97688,136.78978,60,,353,93,10.41,,0.0,0.0,53.6,51.0,,,27.1,8.2,47.5,5.8,9.3,12.6,7.6,5.9
358,4205,36.97679,136.78973,60,,374,94,10.57,,0.0,0.0,51.7,53.5,,,39.3,36.9,48.3,5.6,10.3,12.7,7.6,6.4
359,4218,36.97672,136.78967,60,,362,95,10.67,,0.0,0.0,54.7,,,,14.5,45.4,48.4,6.9,9.2,11.2,6.9,6.4
360,4226,36.976635,136.78963,60,,328,96,10.7,,0.0,0.0,54.7,53.4,,,35.2,14.9,45.8,7.5,8.0,10.2,7.1,6.9
361,4236,36.976547,136.78957,61,,294,96,10.77,,0.0,3.7,,55.9,,,24.7,35.0,48.1,7.3,7.8,8.7,6.9,7.5
362,4247,36.976467,136.7895,61,,318,96,10.8,,0.0,0.0,,53.9,,,35.1,40.5,48.0,7.6,6.5,10.9,4.3,5.4
363,4257,36.97639,136.78946,61,,315,97,10.84,,0.0,0.0,54.9,53.1,,,35.9,40.1,47.9,6.4,7.4,9.8,4.2,5.8
364,4268,,,61,,306,97,10.9,,0.0,0.0,54.3,53.2,,,30.1,22.8,48.1,5.9,7.9,9.9,5.0,6.5
365,4278,36.976322,136.78941,61,,293,98,10.92,,0.0,0.0,,54.0,,,30.6,11.7,47.7,5.9,7.5,10.3,5.4,6.3
366,4293,36.976135,136.78932,62,,288,97,10.87,,0.0,0.0,52.8,,,,1.3,26.7,47.8,7.0,7.8,10.5,5.7,6.0
367,4301,36.97604,136.78923,62,,318,97,10.84,,0.0,0.0,53.8,51.3,,,32.2,35.8,47.4,7.4,6.7,9.0,6.3,6.8
368,4314,36.97593,136.78918,62,,296,98,10.92,,0.0,0.0,51.5,57.8,,,25.4,48.8,48.8,7.8,7.3,10.5,7.1,7.4
369,4324,36.975853,136.78915,62,,298,98,10.89,,6.4,0.0,,52.3,,,13.6,1.9,48.2,7.6,7.2,11.3,6.5,7.1
