elapsed_time,distance,latitude,longitude,altitude,l_r_balance,power,cadence,speed,heartrate,ankling_log_left,ankling_log_right,foot_range_log_left,foot_range_log_right,leg_range_log_left,leg_range_log_right,pedaling_delay_log_left,pedaling_delay_log_right,waist_angle_log_center,waist_d_rot_y_center,waist_d_rot_z_center,torso_angle_log_center,torso_d_rot_y_center,torso_d_rot_z_center
2263,26949,36.997368,136.78833,44,,266,94,12.81,,19.0,0.0,,52.0,,,25.7,13.1,47.9,9.4,6.6,12.7,4.7,7.7
2264,26961,36.997482,136.78831,44,,247,94,12.7,,8.3,0.0,,,,,30.0,28.3,47.5,8.7,7.0,17.2,7.4,9.3
2265,26974,36.997597,136.78827,44,,162,93,12.47,,20.1,,,,,,26.8,,44.0,5.0,7.8,15.4,5.1,9.2
2266,26986,36.997704,136.78825,44,,52,88,12.17,,,,,,,,,,45.9,6.1,7.6,14.4,3.4,5.0
2267,27001,36.997803,136.78822,44,,10,40,11.81,,,,,,,,,,46.2,4.6,5.7,18.5,2.6,2.8
2268,27009,36.99791,136.7882,44,,6,37,11.45,,,,,,,,,,48.3,2.2,6.5,23.3,2.7,1.4
2269,27024,36.998,136.78815,44,,2,34,11.16,,8.2,11.2,,45.2,,,23.7,36.1,51.3,4.4,4.0,33.8,5.2,4.2
2270,27033,36.998085,136.78809,44,,44,81,11.1,,0.0,0.0,,,,,22.8,42.5,52.3,4.5,4.5,26.1,4.5,4.2
2271,27043,36.99813,136.78798,44,,161,81,11.05,,0.0,2.6,,,,,2.8,39.5,53.4,3.3,4.5,20.8,4.5,5.2
2272,27056,36.998158,136.78784,44,,278,82,11.14,,0.0,0.0,41.8,,,,11.6,1.2,53.5,5.1,7.0,17.4,3.2,4.7
2273,27066,36.998158,136.7877,44,,394,82,11.16,,0.0,0.0,44.8,50.4,,,30.3,8.7,54.0,7.9,5.3,16.5,4.4,6.2
2274,27079,36.998135,136.7876,44,,372,87,11.41,,0.0,0.0,48.1,,,,33.6,25.9,54.0,5.6,5.4,12.7,7.9,9.0
2275,27089,36.99811,136.78748,44,,356,91,11.5,,0.0,0.0,52.8,,,,33.7,34.4,51.5,3.4,6.4,11.5,9.5,9.7
2276,27102,36.998096,136.78734,44,,322,92,11.61,,0.0,0.0,50.5,52.0,,,35.3,37.9,51.4,5.1,6.7,13.6,9.0,9.4
2277,27110,36.998074,136.7872,44,,315,92,11.6,,0.0,0.0,51.7,52.6,,,46.0,29.0,47.9,6.3,8.6,10.7,7.7,8.2
2278,27125,36.998055,136.78708,44,,300,91,11.6,,0.0,0.0,52.4,57.9,,,30.1,40.2,48.7,8.0,8.0,11.2,10.8,9.7
2279,27133,36.99803,136.78696,44,,306,91,11.52,,0.0,0.0,,53.4,,,4.9,27.3,49.5,7.2,5.3,11.2,10.3,9.2
2280,27148,36.998013,136.78682,44,,378,91,11.52,,0.0,0.0,52.3,51.4,,,47.0,23.4,50.0,4.6,6.3,12.2,7.5,9.3
2281,27160,36.997997,136.7867,44,,347,91,11.49,,0.0,0.0,,52.5,,,26.8,36.3,49.5,5.6,8.4,11.4,6.3,10.2
2282,27173,36.997986,136.78658,44,,361,91,11.47,,0.0,0.0,51.0,,,,43.4,16.2,49.6,6.5,7.3,10.9,4.3,10.5
2283,27183,36.997974,136.78644,44,,315,90,11.4,,0.0,0.0,51.0,51.2,,,28.3,45.8,49.5,5.4,7.6,14.3,4.7,9.1
2284,27196,36.99796,136.78632,44,,317,89,11.29,,0.0,0.0,,51.9,,,34.7,34.8,49.9,4.9,7.8,11.9,4.0,7.6
2285,27204,36.997948,136.7862,44,,279,88,11.04,,3.8,0.0,,,,,25.7,40.8,50.0,5.7,7.2,15.0,2.9,8.8
2286,27215,36.99794,136.78606,44,,273,96,10.74,,0.0,0.0,47.9,,,,25.8,23.1,49.5,4.9,6.9,18.3,2.9,9.2
2287,27225,36.997917,136.78596,44,,287,94,10.37,,0.0,0.0,49.0,,,,1.0,29.9,49.9,3.8,7.0,23.7,4.7,7.6
2288,27236,36.99788,136.78586,44,,390,92,10.25,,2.5,4.1,,,,,50.0,32.5,50.9,4.5,5.8,19.2,3.7,8.3
2289,27248,36.99783,136.78578,44,,392,90,9.93,,0.0,0.0,46.8,51.6,,,2.3,29.4,52.8,7.3,7.0,22.7,2.5,8.8
2290,27257,36.997753,136.78572,44,,429,89,10.07,,3.3,0.0,41.8,50.6,,,23.8,26.4,52.3,5.9,5.9,18.3,4.2,8.9
2291,27269,36.99766,136.78568,44,,379,89,10.2,,0.0,0.0,,,,,25.8,1.1,54.8,4.4,5.7,20.7,6.8,8.4
2292,27276,36.997574,136.78568,44,,405,92,10.36,,0.0,0.0,,51.7,,,10.0,33.9,54.1,6.3,5.7,12.1,7.2,7.7
2293,27286,,,44,,374,95,10.67,,0.0,0.0,49.9,,,,12.6,23.3,51.5,7.3,7.0,8.7,5.2,7.8
2294,27297,36.99747,136.78568,44,,311,91,11.0,,7.4,0.0,51.9,50.2,,,15.5,27.2,51.4,5.7,7.8,8.0,5.0,6.9
2295,27309,36.99726,136.78568,44,,305,83,11.38,,0.0,0.0,,50.3,,,2.9,8.6,50.9,6.4,7.0,7.6,5.3,7.3
2296,27320,36.99716,136.78566,44,,325,85,11.62,,0.0,2.8,52.4,52.2,,,24.4,35.3,50.5,5.8,5.2,7.6,7.3,10.7
2297,27332,36.99705,136.78563,44,,367,87,11.87,,0.0,0.0,52.4,51.7,,,2.6,15.0,50.8,4.6,5.6,10.5,7.5,11.0
2298,27347,36.99695,136.78557,44,,369,88,11.95,,2.7,0.0,,51.5,,,30.3,49.3,50.7,6.0,7.2,11.9,7.7,9.6
2299,27355,36.996845,136.78552,44,,359,88,11.93,,6.7,0.0,,48.0,,,13.9,35.0,49.9,5.8,6.8,13.7,7.7,10.3
2300,27368,36.99675,136.78546,44,,287,84,11.87,,0.0,0.0,,57.5,,,6.0,22.4,50.3,5.0,5.6,15.0,4.0,9.0
2301,27378,36.99665,136.7854,44,,356,87,11.87,,0.0,0.0,46.5,51.1,,,40.7,2.2,49.1,6.1,3.2,13.4,5.5,8.3
2302,27391,36.996548,136.78537,44,,362,88,11.99,,0.0,0.0,48.1,,,,26.6,2.0,46.7,6.2,5.3,10.9,8.6,9.1
2303,27401,36.99645,136.78531,44,,313,89,11.97,,0.0,1.2,,52.0,,,15.3,33.8,48.5,7.2,4.6,13.5,9.8,9.3
2304,27414,36.996346,136.78526,44,,368,88,12.03,,0.0,2.7,49.7,51.7,,,17.0,11.1,48.9,6.6,3.4,10.3,8.7,9.8
2305,27429,36.996246,136.7852,44,,347,89,12.12,,0.0,0.0,,51.1,,,29.1,44.1,48.6,5.8,6.3,10.3,9.1,10.4
2306,27439,36.99614,136.78514,44,,350,90,12.17,,0.0,0.0,49.1,51.9,,,4.2,30.3,49.7,5.2,6.0,12.6,9.6,9.4
2307,27454,36.996037,136.7851,44,,390,90,12.24,,0.0,0.0,48.9,,,,3.0,19.5,49.2,5.7,5.9,12.3,9.9,9.8
2308,27466,36.995926,136.78502,44,,357,90,12.24,,0.0,0.0,,53.7,,,6.1,6.9,48.7,6.4,6.6,9.5,9.0,10.3
2309,27477,36.995815,136.78496,44,,310,90,12.3,,2.6,0.0,45.8,52.0,,,13.3,0.4,48.2,6.6,6.1,13.7,8.8,10.3
2310,27489,36.99571,136.7849,44,,303,90,12.14,,12.7,0.0,,,,,20.4,29.2,48.6,6.3,6.3,12.9,6.6,8.8
2311,27504,36.9956,136.78484,44,,350,90,12.16,,0.0,0.0,48.8,,,,6.6,21.9,48.5,6.8,6.3,12.7,5.9,9.2
2312,27515,36.995506,136.78477,44,,346,90,12.18,,0.0,5.0,,,,,13.1,50.7,48.9,6.8,3.8,13.1,4.6,8.6
2313,27525,36.995407,136.78471,44,,359,90,12.23,,5.1,2.5,40.2,,,,12.7,35.8,46.3,7.4,4.3,11.8,3.5,9.9
2314,27538,36.9953,136.78467,44,,373,90,12.31,,0.0,0.0,49.7,,,,42.7,31.4,48.5,8.9,4.1,8.5,4.4,10.0
2315,27550,36.995193,136.7846,44,,407,92,12.53,,0.0,0.0,50.2,,,,25.5,12.3,48.9,7.8,3.4,13.4,7.3,9.0
2316,27563,36.995094,136.78458,44,,396,92,12.57,,0.0,0.0,49.8,49.4,,,4.2,21.8,49.4,6.1,7.6,10.1,8.0,8.6
2317,27575,36.99498,136.78452,44,,396,93,12.6,,0.0,5.8,,,,,13.1,11.2,49.0,7.1,7.2,12.7,7.8,8.2
2318,27588,36.994877,136.78447,44,,355,93,12.56,,0.0,0.0,47.2,51.1,,,29.9,13.3,49.1,6.3,7.9,9.6,7.3,7.9
2319,27601,36.994774,136.78441,44,,358,93,12.56,,0.0,0.0,,,,,33.3,15.2,49.6,8.3,7.2,10.1,7.5,8.6
2320,27613,36.994667,136.78435,44,,360,93,12.61,,0.0,0.0,,52.0,,,34.9,48.3,50.2,6.0,6.4,14.1,7.9,8.6
2321,27626,36.994568,136.7843,44,,385,93,12.65,,0.0,10.8,51.3,,,,16.8,18.6,49.2,5.5,7.7,9.6,6.4,8.5
2322,27638,36.99446,136.78424,44,,363,93,12.74,,0.0,0.0,50.1,52.2,,,15.7,33.1,49.7,6.3,8.6,11.9,6.8,9.0
2323,27653,36.99436,136.78418,44,,344,94,12.81,,0.0,0.0,51.0,54.8,,,24.5,37.3,49.4,7.9,7.6,11.8,8.9,8.9
2324,27663,36.99425,136.78413,44,,355,98,12.75,,0.0,0.0,,52.4,,,27.6,28.7,48.5,5.4,7.3,11.3,9.0,9.0
2325,27678,36.99414,136.7841,44,,366,97,12.75,,0.0,0.0,,,,,30.8,38.1,46.8,4.3,8.2,12.8,7.8,6.9
2326,27689,36.994038,136.78404,44,,381,94,12.79,,0.0,0.0,49.3,51.2,,,26.7,41.3,49.3,6.5,7.8,11.3,7.4,6.9
2327,27701,36.993923,136.784,44,,354,94,12.77,,0.0,0.0,48.5,51.6,,,33.6,34.2,49.6,6.8,7.7,12.0,7.2,9.0
2328,27714,36.99381,136.78397,44,,344,94,12.79,,0.0,0.0,49.6,53.9,,,31.2,35.3,49.3,5.9,8.6,9.0,8.6,9.0
2329,27726,36.993694,136.78394,44,,323,94,12.7,,0.0,0.0,48.9,51.1,,,39.4,19.5,49.2,7.5,7.9,10.7,9.8,9.0
2330,27739,,,44,,344,94,12.71,,0.0,0.0,52.4,52.4,,,42.4,33.9,49.2,7.5,7.3,10.0,9.0,8.6
2331,27751,36.99358,136.7839,44,,352,93,12.68,,0.0,0.0,51.8,52.1,,,35.3,34.6,49.5,6.8,8.2,11.0,7.9,7.3
2332,27764,36.993355,136.78387,44,,355,93,12.65,,0.0,0.0,52.4,,,,28.6,47.5,49.7,6.8,6.8,10.9,9.0,8.7
2333,27777,36.99324,136.78387,44,,361,93,12.63,,0.0,0.0,50.2,51.6,,,21.7,15.1,49.6,6.6,6.4,10.6,9.2,9.4
2334,27793,36.993122,136.78386,44,,399,94,12.71,,0.0,0.0,52.0,54.1,,,32.1,35.9,49.4,6.9,7.0,11.6,8.7,8.6
2335,27808,36.993008,136.78384,45,,396,94,12.73,,0.0,0.0,51.5,53.5,,,30.0,36.1,49.5,6.1,7.7,8.3,9.0,9.7
2336,27819,36.99289,136.78384,45,,391,94,12.75,,0.0,0.0,50.8,54.7,,,34.8,28.5,49.4,5.7,7.9,12.3,8.7,9.6
2337,27831,36.992775,136.78383,45,,362,94,12.75,,0.0,0.0,,,,,37.2,24.2,45.9,7.6,7.7,10.9,8.6,8.7
